id	english	chinese	partOfSpeech	note	level	academic	ceecLevel
8049	thrust	猛推、驅動力；(論據)要點、目標	noun		中高級		
8050	thrust	猛推、刺、塞	verb		中高級		
8051	thunderbolt	雷電、晴天霹靂	noun		中高級		
8052	thunderous	雷鳴般的、怒氣沖沖的	adj.		中高級		
8053	tick	滴答聲；勾號	noun		中高級		5
8054	tick	發出滴答聲；打勾	verb		中高級		5
8055	tile	磁磚、地磚、瓦片；鋪瓦、貼磁磚	noun/verb		中高級		5
8056	tilt	傾斜、偏向	verb/noun		中高級		6
8057	timeless	無時間性的、永久的	adj.		中高級		
8058	timely	及時的、適時的	adj.		中高級		
8059	timeout	(運動)暫停、(工作)休息時間	noun		中高級		
8060	timer	計時器	noun		中高級		
8061	timing	定時、時間的安排、時機的掌握、節奏	noun		中高級		
8062	tinkle	發出叮噹聲	verb		中高級		
8063	tint	淺色彩、(一層)淡色、染髮劑	noun		中高級		
8064	toad	蟾蜍、討厭的人	noun		中高級		
8065	toady	馬屁精；拍馬屁	noun/verb		中高級		
8066	toddle	(幼兒)蹣跚行走、溜躂	verb		中高級		
8067	toddler	學步的兒童	noun		中高級		
8068	toil	辛勞工作、跋涉；苦工	verb/noun		中高級		
8069	token	裝樣子的、敷衍的；代幣、象徵	adj./noun		中高級		6
8070	toll	通行費；傷亡人數；鳴(喪)鐘	noun		中高級		5
8071	toll	向...徵收捐稅(或通行費等)	verb		中高級		5
8072	tollbooth	收費站	noun		中高級		
8073	tollway	收費公路	noun		中高級		
8074	tonic	奎寧水、補藥、使人振作之物	noun		中高級		
8075	tonne	公噸	noun		中高級		
8076	topical	熱門話題的	adj.		中高級	L7	
8077	topping	(食物)上面的配料	noun		中高級		
8078	topple	倒塌、打翻	verb		中高級		
8079	torment	痛苦、煩惱；使痛苦、煩擾	noun/verb		中高級		5
8080	torrent	急流、連續不斷	noun		中高級		6
8081	torture	拷打、使痛苦；酷刑、折磨	verb/noun		中高級		4
8082	touching	令人同情的、感人的	adj.		中高級		
8083	touchy	易怒的、敏感的	adj.		中高級		
8084	tournament	錦標賽	noun		中高級		5
8085	township	鎮區、(南非種族隔離時期)黑人區	noun		中高級		
8086	toxic	有毒的、引起中毒的	adj.		中高級		5
8087	tract	(連通身體組織器官的)管道、大面積的土地	noun		中高級		
8088	tractor	拖拉機、牽引機	noun		中高級		
8089	trade-in	折舊換新	noun		中高級		
8090	trade-off	權衡、協調	noun		中高級		
8091	trailer	拖車；電影預告片	noun		中高級		
8092	trainee	實習生	noun		中高級		
8093	trait	(個性)特徵	noun		中高級		5
8094	traitor	叛徒、賣國賊	noun		中高級		5
8095	traitorous	背叛的、叛國的	adj.		中高級		
8096	tramp	沉重的腳步聲；流浪漢	noun		中高級		
8097	tramp	重步行走	verb		中高級		
8098	trample	踐踏	verb/noun		中高級		
8099	tranquil	平靜的、靜謐的	adj.		中高級		
8100	tranquilize	使鎮定	verb		中高級		
8101	tranquilizer	鎮定劑	noun		中高級		
8102	transaction	交易、辦理	noun		中高級		5
8103	transcend	超出、超越界線	verb		中高級		
8104	transcendent	卓越的、傑出的	adj.		中高級		
8105	transcribe	抄錄、轉錄(為另一種形式)	verb		中高級		
8106	transcript	抄本、謄本、成績單	noun		中高級		6
8107	transcription	抄寫、謄寫	noun		中高級		
8108	transformation	(徹底的)變化、改革	noun		中高級	L6	5
8109	transformer	變壓器	noun		中高級		
8110	transient	短暫的、稍縱即逝的、過往的；短期住客	adj./noun	= transitory	中高級		
8111	transistor	電晶體	noun		中高級		
8112	transit	運輸(系統)、過境；運送過、通過	noun/verb		中高級	L5	5
8113	transition	過渡、轉變	noun		中高級		5
8114	transmission	傳送、傳染、(電台或電視)播送	noun		中高級	L7	5
8115	transmit	播送、傳染、傳導(熱、光)	verb		中高級	L7	6
8116	transparency	透明度、幻燈片	noun		中高級		
8117	transparent	透明的、易看穿的	adj.		中高級		5
8118	trauma	精神創傷、外傷	noun		中高級		5
8119	traumatic	痛苦難忘的、造成精神創傷的	adj.		中高級		
8120	traverse	穿過、橫越	verb/noun		中高級		
8121	treacherous	凶險的、不忠的	adj.		中高級		
8122	tread	踩、踏；步伐、腳步聲	verb/noun		中高級		
8123	treason	叛國罪	noun		中高級		
8124	treasury	財政部、寶庫	noun		中高級		6
8125	trek	長途跋涉、徒步旅行	verb/noun		中高級		6
8126	tremor	顫抖、輕微地震	noun		中高級		
8127	trench	溝、戰壕；挖掘戰壕	noun/verb		中高級		
8128	trespass	擅自進入、侵占	verb/noun		中高級		
8129	tribal	部落的、部族的	adj.		中高級		4
8130	tribunal	特別法庭	noun		中高級		
8131	tribute	頌詞、進貢	noun		中高級		5
8132	trifle	少量、瑣事；輕視、戲弄	noun/verb		中高級		6
8133	trigger	扳機、誘因；觸發、起動	noun/verb		中高級	L9	5
8134	trillion	兆、大量	noun		中高級		6
8135	trim	苗條的、整齊的	adj.		中高級		5
8136	trim	修剪、削減	verb/noun		中高級		5
8137	trio	三人(個)一組、三重奏	noun		中高級		
8138	triple	三部分的、三倍的；增至三倍	adj./verb		中高級		5
8139	triumphant	大獲全勝的、歡欣鼓舞的	adj.		中高級		
8140	trivial	不重要的、瑣碎的	adj.		中高級		5
8141	trolley	手推車、電車	noun	= tram, tramcar, streetcar	中高級		
8142	trophy	獎品、獎盃、戰利品	noun		中高級		5
8143	tropic	回歸線、熱帶；熱帶的	noun/adj.		中高級		6
8144	trot	小跑、快步走	verb/noun		中高級		
8145	trout	鱒魚	noun		中高級		6
8146	truant	逃學生；怠忽職守的；曠課、逃學	noun/adj./verb		中高級		
8147	truce	停戰協定	noun		中高級		
8148	truly	真誠的、確實	adv.		中高級		
8149	trustee	受託人、信託公司	noun		中高級		6
8150	tuberculosis	結核病	noun	= TB	中高級		
8151	tuck	把…塞進；打褶	verb/noun		中高級		6
8152	tug-of-war	拔河、激烈競爭	noun		中高級		
8153	tuition	學費、教學	noun		中高級		5
8154	tumor	腫瘤、腫塊	noun	= tumour (British English)	中高級		5
8155	tuna	鮪魚	noun		中高級		5
8156	turbine	渦輪機、汽輪機	noun		中高級		
8157	turbulent	動盪的、猛烈的	adj.		中高級		
8158	turmoil	動亂、騷動、焦慮	noun		中高級		6
8159	turnover	營業額、翻轉、周轉率	noun		中高級		
8160	twig	明白、領悟	verb		中高級		4
8161	twilight	暮色、黃昏	noun		中高級		6
8162	two-thirds	三分之二	noun/pron./adj./adv.	= two thirds	中高級		
8163	typically	通常、典型地、不出所料	adv.		中高級		
8164	tyranny	暴虐、暴政	noun		中高級		
8165	tyrant	暴君、君主專制	noun		中高級		
8166	ulcer	潰瘍	noun		中高級		
8167	ultimate	最後的、極端的、基本的；極品、最終的事物、終極、極限	adj./noun		中高級	L7	5
8168	ultimately	最終、終究、最基本地	adv.		中高級	L7	
8169	ultraviolet	紫外線的	adj.		中高級		
8170	umpire	裁判員；當裁判、裁決	noun/verb		中高級		
8171	unacceptable	不能接受的、無法同意的	adj.		中高級		
8172	unanimous	意見一致的、一致同意的	adj.		中高級		6
8173	unbeaten	未嘗敗績的	adj.		中高級		
8174	uncertainty	不確定性	noun		中高級		
8175	unchanged	無變化的、未改變的	adj.		中高級		
8176	unconditional	無條件的、絕對的	adj.		中高級		6
8177	uncover	揭開蓋子、揭露、揭發	verb		中高級		5
8178	underestimate	低估、輕視	verb		中高級		6
8179	undergo	經歷、遭受	verb		中高級	L10	5
8180	undergraduate	大學生	noun		中高級		5
8181	underlie	構成的基礎、作為的原因	verb		中高級	L6	
8182	underlying	根本的、潛在的	adj.		中高級		3
8183	undermine	逐漸削弱、破壞	verb		中高級		5
8184	underneath	在…之下；在下方；下面的；底部	prep./adv./adj./noun		中高級		
8185	understandable	合情理的、易懂的	adj.		中高級		
8186	underway	已開始的、在進行中的	adj.		中高級		6
8187	underwrite	承擔經濟責任、承保	verb		中高級		
8188	undo	拆開、消除、打敗	verb		中高級		5
8189	undoubted	無疑的、確實的	adj.		中高級		
8190	uneasy	不安的、不自在的、拘束的	adj.		中高級		
8191	unemployed	失業的、待業的；失業者	adj./noun		中高級		
8192	unemployment	失業、失業人數	noun		中高級		5
8193	unfold	展開、透露	verb		中高級		5
8194	unidentified	未知的、不明的	adj.		中高級		
8195	unification	統一、單一化	noun		中高級	L9	6
8196	unify	統一、使成一體	verb		中高級	L9	6
8197	unleash	鬆開(狗)的皮帶、發洩(情感)、使爆發	verb		中高級		
8198	unload	卸貨、推卸責任	verb		中高級		
8199	unlock	開鎖、揭開	verb		中高級		5
8200	unpack	打開(包裹、行李)、取出東西	verb		中高級		
8201	unprecedented	前所未有的、空前的	adj.		中高級		5
8202	unrest	動盪、騷動	noun		中高級		
8203	unusually	特別地、非常、不尋常地	adv.		中高級		
8204	unveil	揭幕、首次公開	verb		中高級		6
8205	unwanted	多餘的、意外的	adj.		中高級		
8206	up	增加、起身離開	verb		中高級		1
8207	up-to-date	最新(式)的、現代的、尖端的	adj.	= up to date	中高級		
8208	upbringing	撫育、教育	noun		中高級		
8209	update	使現代化、更新、為…補充最新資料；最新的情況	verb/noun		中高級		5
8210	upgrade	使升級、提升；升級、上坡	verb/noun		中高級		5
8211	uphold	維護(正義)、維持(判決)	verb		中高級		
8212	upright	挺直的、正直的；立柱	adj./noun		中高級		6
8213	uprising	起義、暴動	noun		中高級		6
8214	uranium	鈾	noun		中高級		
8215	urgency	迫切(的樣子)、急迫、緊急(性)	noun		中高級		6
8216	urine	尿、小便	noun		中高級		
8217	usher	引座員、(婚禮)招待；引導、開創	noun/verb		中高級		6
8218	utensil	(家庭)用具、器皿	noun		中高級		6
8219	utility	多用途的、多功能的	adj.		中高級		5
8220	utility	效用、公共事業(水、電、瓦斯等)	noun		中高級		5
8221	utilize	使用、利用	verb		中高級		5
8222	utmost	最大的、極度的；最大量、極限、最大可能	adj./noun		中高級		
8223	utter	十足的	adj.		中高級		6
8224	utter	出聲	verb		中高級		6
8225	vacancy	空缺、空房	noun		中高級		4
8226	vaccine	疫苗、痘苗	noun		中高級		6
8227	vacuum	真空、真空吸塵器；用吸塵器吸	noun/verb		中高級		5
8228	valiant	勇敢的、堅定的	adj.		中高級		
8229	valid	有效的、合理的	adj.		中高級	L3	5
8230	validity	有效、合理	noun		中高級		
8231	valve	閥、瓣膜	noun		中高級		
8232	vanilla	香草、香草香精	noun		中高級		6
8233	vanity	虛榮心、自負	noun		中高級		6
8234	variable	多變的；可變因素、變數	adj./noun		中高級		5
8235	variation	變異、變更	noun		中高級		5
8236	varied	各種各樣的、多變的	adj.		中高級		
8237	vegetation	植物、植被	noun		中高級		
8238	veil	面紗；掩蓋	noun		中高級		
8239	veil	戴面紗；遮掩、掩飾	verb		中高級		
8240	vein	靜脈、脈絡	noun		中高級		5
8241	velocity	速度、高速	noun		中高級		
8242	velvet	絲絨、天鵝絨	noun		中高級		6
8243	vend	販賣、兜售	verb		中高級		
8244	vent	通風口；表達、發洩(憤怒)	noun/verb		中高級		
8245	ventilate	使通風、公開表達	verb		中高級		
8246	venue	集會場所、舉辦地點	noun		中高級		5
8247	verbal	關於言詞的、口頭的	adj.		中高級		5
8248	verdict	判決、結論	noun		中高級		5
8249	verge	邊緣；路肩	noun		中高級		
8250	verge	瀕臨	verb		中高級		
8251	verify	核實、證明	verb		中高級		
8252	versatile	多才多藝的、多功能的	adj.		中高級		6
8253	versus	對抗、…與…對比	prep.	= vs.	中高級		5
8254	vertical	垂直的；縱軸	adj./noun		中高級		5
8255	veteran	老手、老兵、退伍軍人	noun		中高級		5
8256	veterinarian	獸醫	noun	= vet	中高級		6
8257	veto	反對；否決權	verb/noun		中高級		6
8258	via	經由、通過	prep.		中高級	L8	5
8259	viable	可實行的、能獨立生存的	adj.		中高級		5
8260	vibrate	震動、顫動、擺動	verb		中高級		6
8261	vibration	震動、共鳴、振幅	noun		中高級		6
8262	vicar	(聖公會)牧師	noun		中高級		
8263	vice	罪行、惡行	noun		中高級		6
8264	vice president	副總統、副總裁	noun		中高級		
8265	vicinity	週圍地區、附近	noun		中高級		
8266	vicious	殘暴的、惡劣的	adj.		中高級		5
8267	victimize	使受害、使受苦	verb		中高級		
8268	victor	勝利者、獲勝者	noun		中高級		6
8269	victorious	勝利的、戰勝的	adj.		中高級		
8270	viewer	電視觀眾、觀察者	noun		中高級		5
8271	viewpoint	看法、觀點	noun		中高級		5
8272	villa	渡假別墅、豪宅	noun		中高級		6
8273	villager	村民、鄉下人	noun		中高級		
8274	villain	反派主角、壞人	noun		中高級		6
8275	vine	葡萄藤、藤蔓	noun		中高級		6
8276	vineyard	葡萄園、釀酒廠	noun		中高級		6
8277	vintage	(尤指過去某個時期)最典型的、優質的	adj.		中高級		
8278	vintage	(特定年分或地方)釀造的酒、釀造年分	noun		中高級		
8279	vinyl	黑膠唱片	noun		中高級		
8280	virtual	(透過電腦)虛擬的	adj.		中高級	L8	5
8281	virtually	差不多、事實上	adv.		中高級	L8	
8282	visa	(護照)簽證	noun		中高級		5
8283	visualize	視覺化、想像	verb		中高級		
8284	vitality	生命力	noun		中高級		6
8285	vocal	嗓音的、直言不諱的；聲樂作品	adj./noun		中高級		5
8286	vocation	天職、職業	noun		中高級		6
8287	vocational	職業的、職業技術的	adj.		中高級		6
8288	vogue	流行、時髦	noun		中高級		
8289	void	缺乏...的；無效的、不合法的	adj.		中高級		
8290	void	空虛感	noun		中高級		
8291	void	使空出；使無效、作廢	verb		中高級		
8292	volatile	易變的、不穩的	adj.		中高級		
8293	volt	伏特(電壓單位)	noun		中高級		
8294	voltage	電壓	noun		中高級		
8295	vomit	嘔吐；嘔吐(物)	verb/noun		中高級		5
8296	voucher	代幣、優惠券	noun		中高級		5
8297	vow	發誓；誓言	verb/noun		中高級		5
8298	vulgar	粗俗的、下流的	adj.		中高級		
8299	vulnerable	易受傷的、易受攻擊的	adj.		中高級		5
8300	wade	跋涉、介入	verb/noun		中高級		
8301	wag	搖(尾巴)、搖頭(手指)表示反對；擺動	verb/noun		中高級		6
8302	wail	哭叫聲、哀號；(因悲傷或疼痛)哭號	noun/verb		中高級		
8303	wallpaper	壁紙；貼壁紙	noun/verb		中高級		
8304	walnut	核桃、核桃樹	noun		中高級		6
8305	wardrobe	衣櫥、全部衣物	noun		中高級		6
8306	ware	用某材料製造的物品、小販出售的物品	noun		中高級		
8307	warehouse	倉庫；把...存入倉庫	noun/verb		中高級		5
8308	warrant	使有必要；正當的理由、執行令	verb/noun		中高級		6
8309	warranty	(商品)保修期	noun		中高級		6
8310	warring	戰爭的、敵對的	adj.		中高級		
8311	warrior	武士、戰士	noun		中高級		5
8312	wartime	戰時、戰爭時代	noun		中高級		
8313	wary	小心的、謹慎的	adj.		中高級		5
8314	watertight	防水的、(論點)無懈可擊的	adj.		中高級		
8315	watt	瓦特(電功率單位)	noun		中高級		
8316	way-out	非傳統的、前衛的	adj.		中高級		
8317	weakness	軟弱、弱點	noun		中高級		
8318	weary	疲勞的；使疲勞、失去熱情	adj./verb		中高級		6
8319	wed	結婚、使…結合	verb		中高級		3
8320	wedge	將…擠入、插入；楔子	verb/noun		中高級		
8321	wee	極小的、微量的	adj.		中高級		
8322	wee	撒尿；尿液	verb/noun		中高級		
8323	weird	奇異的、怪異的	adj.		中高級		5
8324	weld	使緊密結合、焊接；焊接點	verb/noun		中高級		
8325	well-being	健康、安樂	noun		中高級		
8326	wharf	碼頭	noun		中高級		6
8327	whatsoever	(用於負面強調)毫無	adv.		中高級		5
8328	wheelchair	輪椅	noun		中高級		5
8329	whereabouts	在哪裡；下落、所在之處	adv./noun		中高級		5
8330	whereas	(用以對比兩個事實)然而、但是	conj.		中高級	L5	5
8331	whereby	憑此、藉以	adv.		中高級	L10	
8332	whilst	當…的時候	conj.		中高級		
8333	whine	啜泣聲、牢騷；啜泣、發牢騷	noun/verb		中高級		5
